name,required_age,is_free,short_description,supported_languages,header_image,website,ratings,categories,genre1,genre2,genre3,genre4,genre5,genres6,genres7
star wars   the force unleashed  ultimate sith edition,15,False,"A game that will show gamers the deepest, darkest side of the Force in a story that puts them on a collision course with Luke Skywalker himself.","English, French, German, Italian, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/32430/header.jpg?t=1586465359,http://www.theforceunleashed.com,5,Singleplayer,Action,,,,,,
star wars  battlefront  ii,15,False,Be the hero in the ultimate STAR WARS™ battle fantasy with STAR WARS™ Battlefront™ II: Celebration Edition!,"English, French, Spanish - Latin America, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/1237950/header.jpg?t=1651767512,https://www.ea.com/games/starwars/battlefront/star-wars-battlefront-2,7,Multiplayer,Action,Adventure,,,,,
"star wars  battlefront classic, 2004",18,False,Fight the greatest battles in the STAR WARS universe any way you want to. The choice is yours.,"English, French, German, Italian, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/1058020/header.jpg?t=1601587260,,8,Multiplayer,Action,,,,,,
star wars  empire at war  gold pack,15,False,"Command or corrupt an entire galaxy in the definitive Star Wars strategy collection. It is a time of galactic civil war. Will you take up the reins of the Rebellion, assume control of the Empire, or rule the Star Wars Underworld?","English, French, German, Italian, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/32470/header.jpg?t=1586462434,http://www.swempireatwar.com,8,Multiplayer,Strategy,,,,,,
star wars  jedi knight  jedi academy ,15,False,Forge your weapon and follow the path of the Jedi Jedi Knight: Jedi Academy is the latest installment of the highly acclaimed Jedi Knight series. Take on the role of a new student eager to learn the ways of the Force from Jedi Master Luke Skywalker.,"English, French, German, Spanish - Spains ",https://cdn.akamai.steamstatic.com/steam/apps/6020/header.jpg?t=1586462966,http://www.lucasarts.com,7,Multiplayer,Action,,,,,,
star wars  knights of the old republic ,18,False,It is four thousand years before the Galactic Empire and hundreds of Jedi Knights have fallen in battle against the ruthless Sith. You are the last hope of the Jedi Order. Can you master the awesome power of the Force on your quest to save the Republic? Or will you fall to the lure of the dark side?,"English, German, Spanish - Spain, Italian, Frenchs ",https://cdn.akamai.steamstatic.com/steam/apps/32370/header.jpg?t=1681144833,,8,Singleplayer,Adventure,RPG,,,,,
star wars  knights of the old republic  ii  the sith lords ,15,False,"5 years after the events of the award winning original, the Sith are on the verge of crushing the Old Republic. As a lone Jedi, will you follow the light side or succumb to the dark?","English, French, German, Italian, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/208580/header.jpg?t=1683660620,,9,Singleplayer,RPG,,,,,,
star wars  republic commando ,15,False,"You are the leader of an elite squad of Republic Commandos, your mission is to infiltrate, dominate, and ultimately, annihilate the enemy. Your squad will follow your orders and your lead, working together as a team - instinctively, intelligently, instantly. You are their leader. They are your weapon.","English, French, German, Spanish - Spains ",https://cdn.akamai.steamstatic.com/steam/apps/6000/header.jpg?t=1586465290,http://www.lucasarts.com/,7,Multiplayer,Action,,,,,,
star wars  the old republic ,10,True,"STAR WARS™: The Old Republic™ is a free-to-play MMORPG that puts you at the center of your own story-driven saga. Play as a Jedi, Sith, Bounty Hunter, or one of many other iconic STAR WARS roles in the galaxy far, far away over three thousand years before the classic films.","English, French, German",https://cdn.akamai.steamstatic.com/steam/apps/1286830/header.jpg?t=1689954396,http://www.swtor.com/,8,Multiplayer,Free to Play,Massively Multiplayer,RPG,,,,
"star wars battlefront 2 classic, 2005",15,False,"Join the rise of Darth Vader’s elite 501st Legion of Stormtroopers as you fight through an all new story-based saga where every action you take impacts the battlefront and, ultimately, the fate of the Star Wars galaxy.",English,https://cdn.akamai.steamstatic.com/steam/apps/6060/header.jpg?t=1602892465,http://www.swbattlefront2.com,7,Multiplayer,Action,,,,,,
star wars jedi fallen order ,10,False,"A galaxy-spanning adventure awaits in Star Wars Jedi: Fallen Order, a 3rd person action-adventure title from Respawn. An abandoned Padawan must complete his training, develop new powerful Force abilities, and master the art of the lightsaber - all while staying one step ahead of the Empire.","English, French, German, Italian, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/1172380/header.jpg?t=1682687298,,7,Singleplayer,Action,Adventure,,,,,
starbound,15,False,"You’ve fled your home, only to find yourself lost in space with a damaged ship. Your only option is to beam down to the planet below, repair your ship and set off to explore the universe...",English,https://cdn.akamai.steamstatic.com/steam/apps/211820/header.jpg?t=1661178495,https://www.playstarbound.com,7,Multiplayer,Action,Adventure,Casual,Indie,RPG,,
stardew valley,10,False,"You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home?","English, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, French, Italian, Hungarian, Korean, Turkish",https://cdn.akamai.steamstatic.com/steam/apps/413150/header.jpg?t=1666917466,http://www.stardewvalley.net,9,Multiplayer,Indie,RPG,Simulation,,,,
state of decay 2 juggernaut edition,15,False,"The dead have risen and civilization has fallen. Now it's up to you to gather survivors, scavenge for resources and build a community in a post-apocalyptic world – a world where you define what it means to survive in this ultimate zombie survival simulation.","English, French, Italian, German, Portuguese - Brazil, Russian, Spanish - Latin America, Simplified Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/495420/header.jpg?t=1684947123,https://www.stateofdecay.com,5,Multiplayer,Action,RPG,Simulation,,,,
stay out,18,True,"Stay Out - is a MMORPG with shooter elements, based on spirit of “stalking” - an urban exploration, searching and exploring mysterious, abandoned and forgotten by humanity pieces of our planet.","English, Russian, Simplified Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/1180380/header.jpg?t=1687769999,,7,Multiplayer,Action,Free to Play,Indie,Massively Multiplayer,RPG,Early Access,
steep ,10,False,"Ride a massive open world across the Alps, where the powder is always fresh and the run never ends. Defy and master the mountain alone or with friends on skis, wingsuits, snowboards and paragliders. Record and share your best stunts.","English, French, German, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese, Dutch, Polish, Portuguese - Brazil, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/460920/header.jpg?t=1679998365,http://steepgame.com/,6,Multiplayer,Action,Sports,,,,,
stellaris,15,False,"Explore a galaxy full of wonders in this sci-fi grand strategy game from Paradox Development Studios. Interact with diverse alien races, discover strange new worlds with unexpected events and expand the reach of your empire. Each new adventure holds almost limitless possibilities.","English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Korean",https://cdn.akamai.steamstatic.com/steam/apps/281990/header.jpg?t=1689603631,https://www.stellaris.com/,7,Multiplayer,Simulation,Strategy,,,,,
stick fight the game,18,False,Stick Fight is a physics-based couch/online fighting game where you battle it out as the iconic stick figures from the golden age of the internet.,English,https://cdn.akamai.steamstatic.com/steam/apps/674940/header.jpg?t=1667202217,http://landfall.se/stickfightthegame/,8,Multiplayer,Action,Casual,Indie,,,,
stories the path of destinies,18,False,"Stories: The Path of Destinies is an Action RPG, an enchanted storybook filled with madcap fantasy tales, each told by a zippy narrator attuned to the player’s choices and actions.","English, French, German, Italian, Spanish - Spain, Portuguese - Brazil, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/439190/header.jpg?t=1568759980,http://www.storiesthepathofdestinies.com,6,Singleplayer,Action,Adventure,Indie,RPG,,,
stranded deep,10,False,Take the role of a plane crash survivor stranded somewhere in the Pacific Ocean. Come face to face with some of the most life threatening scenarios that will result in a different experience each time you play. Scavenge. Discover. Survive.,"English, French, German, Italian, Spanish - Spain, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/313120/header.jpg?t=1671005552,http://www.beamteamgames.com/stranded-deep,7,Multiplayer,Adventure,Indie,,,,,
stray,15,False,"Lost, alone and separated from family, a stray cat must untangle an ancient mystery to escape a long-forgotten cybercity and find their way home.","English, French, German, Italian, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish, Dutch, Portuguese - Portugal",https://cdn.akamai.steamstatic.com/steam/apps/1332010/header.jpg?t=1688314132,https://stray.game,8,Singleplayer,Adventure,Indie,,,,,
street fighter  6,18,False,"Here comes Capcom’s newest challenger! Street Fighter™ 6 launches worldwide on June 2nd, 2023 and represents the next evolution of the Street Fighter™ series! Street Fighter 6 spans three distinct game modes, including World Tour, Fighting Ground and Battle Hub.","English, Japanese, French, Italian, German, Spanish - Spain, Arabic, Portuguese - Brazil, Polish, Russian, Simplified Chinese, Traditional Chinese, Koreans ",https://cdn.akamai.steamstatic.com/steam/apps/1364780/header_alt_assets_5.jpg?t=1690388095,https://www.streetfighter.com/6/en-us/,9,Multiplayer,Action,Adventure,,,,,
street fighter v,18,False,"Experience the intensity of head-to-head battles with Street Fighter® V! Choose from 16 iconic characters, then battle against friends online or offline with a robust variety of match options.","English, French, German, Italian, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Latin Americas ",https://cdn.akamai.steamstatic.com/steam/apps/310950/header.jpg?t=1689043823,http://www.streetfighter.com/,9,Multiplayer,Action,,,,,,
street warriors online,18,False,"First, realistic PvP brawling game for up to 8 vs 8 players with original, dynamic combat system and fast, round based battles. Create and develop Your character. Earn new skills and items that helps You beat Your opponents. Gather Your friends and fight together in a clan.","English, Polish, German, Spanish - Spain, Russian, Simplified Chinese, Turkishs ",https://cdn.akamai.steamstatic.com/steam/apps/417910/header.jpg?t=1600256776,http://streetwarriorsonline.com/,8,Multiplayer,Action,Massively Multiplayer,Simulation,Sports,,,
streets of rogue,18,False,"Fight, sneak, and hack your way through randomly generated cities. It's like Nuclear Throne meets Deus Ex, mixed with the anarchy of GTA. Rogue-lite meets immersive sim, and goes completely insane.","English, French, German, Spanish - Spain, Russian, Simplified Chinese, Portuguese - Brazil, Korean",https://cdn.akamai.steamstatic.com/steam/apps/512900/header.jpg?t=1689253066,http://streetsofrogue.com/,5,Multiplayer,Action,Adventure,Indie,RPG,,,
strife ,18,True,"Strife® is a truly free to play, competitive, online ARTS / MOBA that features non-stop action and engaging combat. Take control of powerful and versatile heroes, each capable of dominating in unique ways, and exert your will in an epic battle between two teams.",English,https://cdn.akamai.steamstatic.com/steam/apps/339280/header.jpg?t=1548174420,http://strife.com/,8,Multiplayer,Action,Free to Play,RPG,Strategy,,,
stronghold crusader 2,15,False,"Stronghold Crusader 2 is the long awaited sequel to the original castle sim. After 12 years Stronghold returns to the desert with a new 3D engine and powerful Havok Physics. Crusader 2 recaptures the original game’s addictive, fast-paced gameplay and authentic castle simulation.","English, French, German, Italian, Spanish - Spain, Polish, Russian, Portuguese - Brazil, Japanese, Simplified Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/232890/header.jpg?t=1689857467,http://www.strongholdcrusader2.com,8,Multiplayer,Simulation,Strategy,,,,,
stronghold crusader hd,15,False,"The highly anticipated sequel to the best-selling Stronghold, Stronghold Crusader HD throws you into historic battles and castle sieges from the Crusades with fiendish AI opponents, new units, 4 historical campaigns and over 100 unique skirmish missions.","English, French, German, Italian, Spanish - Spain, Polish, Japanese, Russian, Simplified Chinese, Ukrainian, Portuguese - Brazils ",https://cdn.akamai.steamstatic.com/steam/apps/40970/header.jpg?t=1689850360,http://www.strongholdcrusaderhd.com,7,Multiplayer,Simulation,Strategy,,,,,
stronghold hd,15,False,"The original castle sim, Stronghold HD allows you to design, build and destroy historical castles. Engage in medieval warfare against the AI in one of two single player campaigns or online with up to 8 players.","English, French, German, Italian, Spanish - Spain, Polish, Japanese, Portuguese - Brazil, Russian, Simplified Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/40950/header.jpg?t=1689849932,http://www.strongholdhd.com,7,Multiplayer,Simulation,Strategy,,,,,
stumble guys,18,True,"Race through obstacle courses against up to 32 players online. Run, jump and dash to the finish line until the best player takes the crown!","English, French, German, Italian, Spanish - Spain, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Japanese, Korean",https://cdn.akamai.steamstatic.com/steam/apps/1677740/header.jpg?t=1688605528,https://www.scopely.com/,8,Multiplayer,Action,Casual,Indie,,,,
styx master of shadows,10,False,"Styx: Master of Shadows is an infiltration game with RPG elements taking place in a dark fantasy universe, where you sneak, steal and assassinate your way through as Styx, a Goblin two-centuries of age.","English, French, German, Italian, Spanish - Spain, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/242640/header.jpg?t=1680791285,http://www.styx-thegame.com/,6,Singleplayer,Action,,,,,,
subnautica,15,False,"Descend into the depths of an alien underwater world filled with wonder and peril. Craft equipment, pilot submarines and out-smart wildlife to explore lush coral reefs, volcanoes, cave systems, and more - all while trying to survive.","English, French, German, Polish, Russian, Simplified Chinese, Turkish, Finnish, Italian, Czech, Hungarian, Spanish - Spain, Danish, Japanese, Korean, Portuguese - Brazil, Bulgarian, Ukrainian, Dutch, Swedish, Vietnamese, Spanish - Latin America, Traditional Chinese, Portuguese - Portugal, Latvian, Lithuanian, Slovaks ",https://cdn.akamai.steamstatic.com/steam/apps/264710/header.jpg?t=1670975847,http://unknownworlds.com/subnautica,8,Singleplayer,Adventure,Indie,,,,,
subnautica below zero,18,False,"Dive into a freezing underwater adventure on an alien planet. Below Zero is set two years after the original Subnautica. Return to Planet 4546B to uncover the truth behind a deadly cover-up. Survive by building habitats, crafting tools, &amp; diving deeper into the world of Subnautica.","English, French, German, Italian, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Spanish - Latin America, Russian, Simplified Chinese, Turkish, Ukrainian, Czech, Finnish, Hungarian, Polish, Traditional Chinese, Slovaks ",https://cdn.akamai.steamstatic.com/steam/apps/848450/header.jpg?t=1663292026,https://unknownworlds.com/subnautica,8,Singleplayer,Adventure,Indie,,,,,
super animal royale,15,True,"It’s a fight for furvival! Super Animal Royale is a 64-player, frenetic, top-down 2D battle royale where murderous animals fight tooth, claw, and machine gun across an abandoned safari park.","English, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Spanish - Latin America, Portuguese - Brazils ",https://cdn.akamai.steamstatic.com/steam/apps/843380/header_alt_assets_20.jpg?t=1689377582,https://animalroyale.com,8,Multiplayer,Action,Adventure,Casual,Free to Play,Indie,Massively Multiplayer,
super meat boy,15,False,"The infamous, tough-as-nails platformer comes to Steam with a playable Head Crab character (Steam-exclusive)!","English, Russian",https://cdn.akamai.steamstatic.com/steam/apps/40800/header.jpg?t=1638306971,http://www.supermeatboy.com,8,Singleplayer,Indie,,,,,,
superhot,15,False,"SUPERHOT is the smash-hit FPS where time moves only when you move. No regenerating health bars. No conveniently placed ammo drops. It's you, alone, outnumbered and outgunned. Snatch weapons from fallen enemies to shoot, slice and dodge through a truly cinematic hurricane of slow-motion bullets.","English, French, German, Italian, Spanish - Spain, Czech, Polish, Portuguese - Brazil, Russian, Japanese, Simplified Chinese, Traditional Chinese, Hungarian, Korean, Slovaks ",https://cdn.akamai.steamstatic.com/steam/apps/322500/header.jpg?t=1686049678,https://superhotgame.com/?utm_source=steam&amp;utm_medium=store page&amp;utm_campaign=site&amp;utm_content=button,8,Singleplayer,Action,Indie,,,,,
superliminal,10,False,"Perception is reality. In this mind-bending first-person puzzler, you escape a surreal dream world through solving impossible puzzles using the ambiguity of depth and perspective.","English, French, Italian, German, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Polish, Portuguese - Brazil, Turkish, Ukrainian, Spanish - Spain, Arabics ",https://cdn.akamai.steamstatic.com/steam/apps/1049410/header.jpg?t=1663957747,http://www.pillowcastlegames.com/,7,Multiplayer,Action,Adventure,,,,,
supraland,10,False,"Try the demo! A mix between Portal, Zelda and Metroid. Explore, solve puzzles, beat up monsters, find secret upgrades and new abilities that help you reach new places. Playtime 12-25h.","English, French, Italian, German, Portuguese - Portugal, Portuguese - Brazil, Finnish, Russian, Japanese, Traditional Chinese, Simplified Chinese, Spanish - Spain, Turkish, Hungarian, Polish, Korean",https://cdn.akamai.steamstatic.com/steam/apps/813630/header.jpg?t=1684450200,http://supragames.de,8,Singleplayer,Action,Adventure,Indie,RPG,,,
supreme commander 2,15,False,"Includes 47 Steam achievements, leaderboards, and stats!","English, French, German, Italian, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/40100/header.jpg?t=1636731871,http://www.supremecommander.com/,7,Multiplayer,Strategy,,,,,,
supreme commander forged alliance,15,False,"The last days of man are at hand.. Two years after the Infinite War the once great warring nations now lie in ruins, and humanity’s hope for a brighter future is nothing but a bitter memory. A new, seemingly unstoppable enemy, supported by the zealots of The Order, now seeks to eradicate mankind: UEF, Aeon Loyalist, and Cybran alike.","English, French, German, Italian, Spanish - Spain, Czech, Polish, Russian, Traditional Chinese",https://cdn.akamai.steamstatic.com/steam/apps/9420/header.jpg?t=1592488757,,7,Multiplayer,Strategy,,,,,,
survarium,15,False,"Survarium is a post-apocalyptic online FPS game. If you are looking for a shooter where skills matter, look no further! The opposing players and deadly anomalies will never stop you on the way to victory, right? Then start playing now for free!","English, German, Polish, Russian, Ukrainian, French, Spanish - Spain, Simplified Chinese, Portuguese - Brazil, Turkishs ",https://cdn.akamai.steamstatic.com/steam/apps/355840/header.jpg?t=1654092625,https://survarium.com,8,Multiplayer,Action,Free to Play,Massively Multiplayer,RPG,Early Access,,
surviving mars,15,False,There will be challenges to overcome. Execute your strategy and improve your colony’s chances of survival while unlocking the mysteries of this alien world. Are you ready? Mars is waiting for you.,"English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Turkishs ",https://cdn.akamai.steamstatic.com/steam/apps/464920/header.jpg?t=1651168053,,6,Singleplayer,Simulation,Strategy,,,,,
swords of legends online,15,False,Swords of Legends Online is an action MMORPG set in a breathtaking fantasy world with sophisticated combat mechanics and a unique storyline based on Chinese mythology.,"English, French, German, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/1418100/header.jpg?t=1689023711,,4,Multiplayer,Free to Play,Massively Multiplayer,RPG,,,,
tabletop simulator,15,False,"Tabletop Simulator is the only simulator where you can let your aggression out by flipping the table! There are no rules to follow: just you, a physics sandbox, and your friends. Make your own online board games or play the thousands of community created mods. Unlimited gaming possibilities!",English,https://cdn.akamai.steamstatic.com/steam/apps/286160/header.jpg?t=1620412025,https://www.tabletopsimulator.com/,9,Multiplayer,Casual,Indie,RPG,Simulation,Strategy,,
tales of arise,15,False,"300 years of tyranny. A mysterious mask. Lost pain and memories. Wield the Blazing Sword and join a mysterious, untouchable girl to fight your oppressors. Experience a tale of liberation, featuring characters with next-gen graphical expressiveness!","English, French, German, Italian, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Spanish - Latin America, Traditional Chinese, Simplified Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/740130/header.jpg?t=1676857943,,8,Singleplayer,Action,RPG,,,,,
team fortress 2,18,True,"Nine distinct classes provide a broad range of tactical abilities and personalities. Constantly updated with new game modes, maps, equipment and, most importantly, hats!","English, Danish, Dutch, Finnish, French, German, Italian, Japanese, Norwegian, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Korean, Czech, Hungarian, Portuguese - Brazil, Turkish, Greek, Bulgarian, Romanian, Thai, Ukrainians ",https://cdn.akamai.steamstatic.com/steam/apps/440/header.jpg?t=1682961494,http://www.teamfortress.com/,9,Multiplayer,Action,Free to Play,,,,,
team fortress classic,15,False,"One of the most popular online action games of all time, Team Fortress Classic features over nine character classes -- from Medic to Spy to Demolition Man -- enlisted in a unique style of online team warfare. Each character class possesses unique weapons, items, and abilities, as teams compete online in a variety of game play modes.","English, French, German, Italian, Spanish - Spain, Korean, Russian, Simplified Chinese, Traditional Chinese",https://cdn.akamai.steamstatic.com/steam/apps/20/header.jpg?t=1579634708,,7,Multiplayer,Action,,,,,,
teardown,18,False,Prepare the perfect heist in this simulated and fully destructible voxel world. Tear down walls with vehicles or explosives to create shortcuts. Stack objects to reach higher. Use the environment to your advantage in the most creative way you can think of.,English,https://cdn.akamai.steamstatic.com/steam/apps/1167630/header.jpg?t=1686671582,http://teardowngame.com,7,Singleplayer,Action,Indie,Simulation,Strategy,,,
tekken 7,15,False,"Discover the epic conclusion of the long-time clan warfare between members of the Mishima family. Powered by Unreal Engine 4, the legendary fighting game franchise fights back with stunning story-driven cinematic battles and intense duels that can be enjoyed with friends and rivals.","English, French, German, Italian, Spanish - Spain, Arabic, Japanese, Korean, Portuguese - Brazil, Russian, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/389730/header.jpg?t=1676876387,https://www.bandainamcostudios.com,8,Multiplayer,Action,Sports,,,,,
tera  action mmorpg,18,False,TERA is an epic fantasy MMORPG experience. Master the action-packed combat system and prove yourself in solo and multiplayer adventures – all in the stunningly beautiful world of Arborea!,"English, German, French, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/212740/header.jpg?t=1656918215,https://tera.gameforge.com/,7,Multiplayer,Action,Adventure,Free to Play,Massively Multiplayer,RPG,,
terraria,15,False,"Dig, fight, explore, build! Nothing is impossible in this action-packed adventure game. Four Pack also available!","English, French, German, Italian, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese",https://cdn.akamai.steamstatic.com/steam/apps/105600/header.jpg?t=1666290860,http://www.terraria.org/,8,Multiplayer,Action,Adventure,Indie,RPG,,,
the ascent,15,False,"The Ascent is a solo and co-op Action-shooter RPG set in a cyberpunk world. The mega corporation that owns you and everyone, The Ascent Group, has just collapsed. Can you survive without it?","English, French, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Koreans ",https://cdn.akamai.steamstatic.com/steam/apps/979690/header.jpg?t=1686152936,https://curvegames.com/our-games/the-ascent/,7,Multiplayer,Action,Adventure,Indie,RPG,,,
the awesome adventures of captain spirit,15,True,"Have you ever dreamt of being a superhero? Meet Chris, a creative and imaginative 9 year old boy who escapes reality with fantastical adventures as his alter ego, the Awesome Captain Spirit! Captain Spirit is a free demo set in the Life is Strange universe. Contains links to Life is Strange 2","English, French, German, Italian, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/845070/header.jpg?t=1661970568,https://www.CaptainSpirit.com,7,Singleplayer,Adventure,Free to Play,,,,,
the binding of isaac,15,False,Now 20% More Evil with the Free Halloween update!,English,https://cdn.akamai.steamstatic.com/steam/apps/113200/header.jpg?t=1643480517,,8,Singleplayer,Action,Adventure,Indie,RPG,,,
the binding of isaac rebirth,15,False,"The Binding of Isaac: Rebirth is a randomly generated action RPG shooter with heavy Rogue-like elements. Following Isaac on his journey players will find bizarre treasures that change Isaac’s form giving him super human abilities and enabling him to fight off droves of mysterious creatures, discover secrets and fight his way to safety.",English,https://cdn.akamai.steamstatic.com/steam/apps/250900/header.jpg?t=1617174663,http://www.bindingofisaac.com,7,Multiplayer,Action,,,,,,
the bureau xcom declassified,15,False,The year is 1962 and the Cold War has the nation gripped by fear.  A top-secret government unit called The Bureau begins investigating a series of mysterious attacks by an enemy more powerful than communism.,"English, German, French, Italian, Spanish - Spain, Japanese, Korean, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/65930/header.jpg?t=1587584277,http://thebureau-game.com,5,Singleplayer,Action,,,,,,
the crew  2,15,False,"Take on the American motorsports scene as you explore and dominate the land, air, and sea across the entire USA. With a wide variety of cars, bikes, boats, and planes, compete in a wide range of driving disciplines.","English, French, German, Italian, Spanish - Spain, Arabic, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/646910/header.jpg?t=1680702745,http://thecrew-game.com,7,Multiplayer,Action,Massively Multiplayer,Racing,,,,
the culling,18,False,"Battle Royale is back! In a remote island paradise, 16 contestants have 25 minutes to explore, scavenge items, craft weapons, build traps, hunt and kill each other. Only one will be crowned the winner, do you have the guts to survive?",English,https://cdn.akamai.steamstatic.com/steam/apps/437220/header.jpg?t=1553531711,http://www.theculling.com,8,Multiplayer,Action,Free to Play,Indie,,,,
the cycle frontier,18,True,"The Cycle: Frontier is a free-to-play PvPvE Extraction Shooter driven by suspense and danger. Prospect for resources and other riches on an abandoned alien world ravaged by a deadly storm, inhabited by monsters and other ambitious Prospectors.","English, German, French, Spanish - Spain, Polish, Russian, Simplified Chinese, Portuguese - Brazil, Italian, Japanese, Koreans ",https://cdn.akamai.steamstatic.com/steam/apps/868270/header.jpg?t=1687936053,https://thecycle.game/,7,Multiplayer,Action,Free to Play,Massively Multiplayer,,,,
the darkness ii,15,False,"An intense first person shooter that delivers a twisted and gripping narrative of tragedy, modern crime drama, and supernatural horror.","English, French, German, Italian, Japanese, Spanish - Spain, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/67370/header.jpg?t=1568914450,http://www.embracethedarkness.com/,7,Singleplayer,Action,,,,,,
the descendant,18,True,"In THE DESCENDANT, the end of the world is only the start. With what remains of humanity protected in underground Ark facilities, your mission is to keep survivors alive, while discovering a far greater conspiracy buried within Ark-01.","English, French, German, Italian, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/351940/header.jpg?t=1568972444,http://www.descendantgame.com/,4,Singleplayer,Adventure,Casual,Indie,,,,
the elder scrolls  legends ,15,True,The Elder Scrolls: Legends™ is an award- winning free-to-play strategy card game based on the world and lore of the Elder Scrolls series. Play for hours or minutes across many game modes that are easy to learn but challenging to master.,"English, French, German, Italian, Spanish - Spain, Polish, Russian, Portuguese - Brazils ",https://cdn.akamai.steamstatic.com/steam/apps/364470/header.jpg?t=1661989129,https://legends.bethesda.net/?utm_source=Steam,6,Multiplayer,Free to Play,,,,,,
the elder scrolls  online,18,False,"Join over 22 million players in the award-winning online multiplayer RPG and experience limitless adventure in a persistent Elder Scrolls world. Battle, craft, steal, or explore, and combine different types of equipment and abilities to create your own style of play. No game subscription required.","English, French, German, Russian, Spanish - Spain, Simplified Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/306130/header.jpg?t=1689258769,http://www.elderscrollsonline.com,7,Multiplayer,Action,Adventure,Massively Multiplayer,RPG,,,
the elder scrolls iii morrowind  game of the year edition,10,False,"The Elder Scrolls III: Morrowind® Game of the Year Edition includes Morrowind plus all of the content from the Bloodmoon and Tribunal expansions. The original Mod Construction Set is not included in this package. An epic, open-ended single-player RPG, Morrowind allows you to create and play any kind of character imaginable.","English, French, German",https://cdn.akamai.steamstatic.com/steam/apps/22320/header.jpg?t=1569959880,http://www.elderscrolls.com,9,Singleplayer,RPG,,,,,,
the elder scrolls iv oblivion  game of the year edition,18,False,"The Elder Scrolls IV: Oblivion® Game of the Year Edition presents one of the best RPGs of all time like never before. Step inside the most richly detailed and vibrant game-world ever created. With a powerful combination of freeform gameplay and unprecedented graphics, you can unravel the main quest at your own pace or explore the vast...","English, French, German, Italian, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/22330/header.jpg?t=1661882760,http://www.elderscrolls.com,10,Singleplayer,RPG,,,,,,
the elder scrolls iv oblivion  game of the year edition deluxe,15,False,"The Elder Scrolls IV: Oblivion® Game of the Year Edition presents one of the best RPGs of all time like never before. Step inside the most richly detailed and vibrant game-world ever created. With a powerful combination of freeform gameplay and unprecedented graphics, you can unravel the main quest at your own pace or explore the vast...",English,https://cdn.akamai.steamstatic.com/steam/apps/900883/header.jpg?t=1593798311,http://www.elderscrolls.com,3,Singleplayer,,,,,,,
